paperID,title,journal,journalH5,citations,publicationYear,Author,doi,Archive,studyID,effectID,country,published,items,predictedDirection,researchDesign,strategy,personalityTraits,populationType,populationDescription,instrument,comparisonGroupType,measure,affect ,stressComponentType,affectiveConsequencesStress,focalVariable,TypeOfExposure,TypeOfSocialSupport,Source,effectType,nMale	,nFemale,percFemale,meanAge,F,logRegB,B,beta,t,r,chiSq     ,waldChiSq,df1,df2,pReported,sd1,sd2,se1,se2,overall n,n1,n2,mean1,mean2,robDomain1,robDomain2,robDomain3,robDomain4,robDomain5,robOverall,include,reason for exclusion
,Window view and relaxation: Viewing green space from a high-rise estate improves urban dwellers’ wellbeing,Urban Forestry and Urban Greening,,"Date revised - 19970101
 Last updated - 2017-09-25
 First page - 2390
 SubjectsTermNotLitGenreText - Coping Behavior 2077P1B 9271P1B 944P1B 2053P1A 9196P1A 930P1A; Recreation 7638P1B 9271P1B 7578P1A 9196P1A; Recreation Areas 7638P1B 7639P1B 9271P1B 7578P1A 7579P1A 9196P1A; Stress 8859P1B 9271P1B 8787P1A 9196P1A
 IdentKeywords - personal & situational influences on level of stress & coping responses, recreationists who encountered negative experience elements at Glacier National Park | RAYYAN-INCLUSION: {""Alessandro""=>""Included""}",1997,"Miller, Theron Allen",,APA PsycInfo®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The influence of urban roadside trees and their physical environment on stress relief measures: A field experiment in Shanghai,Urban Forestry and Urban Greening,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
 Last updated - 2022-02-27 | RAYYAN-INCLUSION: {""Alessandro""=>""Included""}",1993,"Hartig, Terry Alan",,ProQuest Dissertations & Theses Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Urban Built Environment, Walking and Mental Health Outcomes Among Older Adults: A Pilot Study",Frontiers in Public Health,,"Date revised - 19900301
 Last updated - 2017-09-25
 SubjectsTermNotLitGenreText - Emotional States 3018P1B 3019P1B 3028P1B 9271P1B 2990P1A 2991P1A 2999P1A 9196P1A; Health 4024P1B 9271P1B 3988P1A 9196P1A; Perceptual Stimulation 6690P1B 8814P1B 9271P1B 6638P1A 8742P1A 9196P1A; Stress Management 5259P1B 8862P1B 9271P1B 5217P1A 8790P1A 9196P1A; 3117P1B 9271P1B 3088P1A 9196P1A | RAYYAN-INCLUSION: {""Alessandro""=>""Included""}",1989,"Ornstein, Robert; Sobel, David",,APA PsycInfo®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evaluating restoration in urban green spaces: Does setting type make a difference?,Landscape and Urban Planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A comparison of nature and urban environments on creative thinking across different levels of reality,Journal of Environmental Psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Effects of biophilic indoor environment on stress and anxiety recovery: A between-subjects experiment in virtual reality.,Environment international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COVID Feel Good-An Easy Self-Help Virtual Reality Protocol to Overcome the Psychological Burden of Coronavirus.,Frontiers in psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tracking Restoration of Park and Urban Street Settings in Coronary Artery Disease Patients.,International journal of environmental research and public health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comparative Study of the Restorative Effects of Forest and Urban Videos during COVID-19 Lockdown: Intrinsic and Benchmark Values.,International journal of environmental research and public health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Relationship between Natural Park Usage and Happiness Does Not Hold in a Tropical City-State.,PloS one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exercise in the Park or Gym? The Physiological and Mental Responses of Obese People Walking in Different Settings at Different Speeds: A Parallel Group Randomized Trial.,Frontiers in psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,It is not all bad for the grey city - A crossover study on physiological and psychological restoration in a forest and an urban environment.,Health & place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New methods for assessing the fascinating nature of nature experiences.,PloS one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brain functional connectivity differs when viewing pictures from natural and built environments using fMRI resting state analysis.,Scientific reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,An effective strategy to reduce blood pressure after forest walking in middle-aged and aged people.,Journal of physical therapy science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Green exercise as a workplace intervention to reduce job stress. Results from a pilot study.,"Work (Reading, Mass.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nature contact and psychological well-being in adults,Dissertation Abstracts International: Section B: The Sciences and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bringing nature indoors with virtual reality: Human responses to biophilic design in buildings,Dissertation Abstracts International: Section B: The Sciences and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crowding density in urban environment and its effects on emotional responding of pedestrians: Using wearable device technology with sensors capturing proximity and psychophysiological emotion responses while walking in the street,Journal of Human Behavior in the Social Environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crowding density in urban environment and its effects on emotional responding of pedestrians: Using wearable device technology with sensors capturing proximity and psychophysiological emotion responses while walking in the street,Journal of Human Behavior in the Social Environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Impact of urban park design on recovery from stress: An experimental approach using physiological biomarkers,Dissertation Abstracts International Section A: Humanities and Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,An Examination of the Bio-Psychological Benefits of Physical Activity in Parks and Urban Green Spaces: A Mixed-Method Approach,PQDT - UK & Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coping with stress in outdoor recreational settings: An application of transactional stress theory,Leisure Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coping with stress in outdoor recreational settings: An application of transactional stress theory,Leisure Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Coping behaviors in recreational settings: Substitution, displacement, and cognitive adjustments as a response to stress",Dissertation Abstracts International Section A: Humanities and Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Coping behaviors in recreational settings: Substitution, displacement, and cognitive adjustments as a response to stress",Dissertation Abstracts International Section A: Humanities and Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Testing restorative environments theory,ProQuest Dissertations and Theses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coming to our senses,Advances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
